sale_date;channel_type;prod_name;cnt;amt;amt_clear
2022-12-18;DBO;Суперсмарт А ;13;6869857;6205500
2021-08-06;Почта;А Снижаем ставку ;12;8160404;7563000
2021-08-31;МФЦ;ПраймАдресный  ;2;624616;552000
2021-10-12;МАП;ПраймАдресный Льготный  ;1;114726;89000
2022-07-03;DBO;Практичный АЛ ;2;367587,5;323000
2022-12-12;DBO;Практичный ;40;7666865,87;6639000
2021-05-20;POS;ПраймАдресный  ;5;1140400;1135500
2021-07-29;КЦ;ПраймЛьготный  ;5;1559369,6;1323100
2021-09-28;Почта;Рефинансирование Адресный;6;2688192,37;2404998,67
2022-01-27;МАП;Практичный А ;11;4258287,88;3932000
2022-08-24;DBO;Суперсмарт АПЛ ;1;880000;800000
2022-10-19;Почта;Практичный АП ;26;10718937,77;8150000
2021-05-07;МАП;Адресный;1;261092;248000
2021-05-13;POS;ПраймАдресный Льготный  ;3;689100;689100
2021-08-09;МФЦ;ПраймАдресный  ;1;233000;233000
2021-09-07;Почта;Снижаем ставку А минимум ;5;5591248;5352000
2021-11-01;ПФР;Перспектива Лайт  ;1;300000;300000
2021-03-25;DBO;Льготный;5;738535;660000
2021-10-25;Почта;А Перспектива Лайт  ;19;2803202,75;2493500
2022-05-28;DBO;Практичный ;16;6202897;5975500
2021-02-04;Почта;Суперпочтовый;141;43435777;38208000
2021-04-14;МФЦ;ПраймАдресный  ;1;244440;203000
2021-12-23;DBO;Практичный ;7;2764540;2675000
2022-05-26;Почта;Суперсмарт АП ;37;8230609,5;7073500
2022-12-19;DBO;Суперсмарт ;2;1345000;1345000
2021-12-12;КЦ;Суперсмарт АЛ ;1;520930;501000
2022-06-26;КЦ;Суперсмарт А ;6;4052747;3858500
2022-02-24;МАП;Суперсмарт Лайт А ;6;2142690;2011000
2021-08-02;Почта;Рефинансирование Адресный;5;4096164,02;3566899,2
2022-07-11;DBO;Рефинансирование Суперсмарт А ;66;33750125;31909800
2021-02-23;КЦ;Адресный  Первый;8;1726912,5;1545000
2022-04-23;КЦ;Шаг навстречу;1;42000;42000
2021-06-01;Стойки;ПраймАдресный Льготный  ;2;496435;417500
2022-08-11;DBO;Практичный А ;187;67365266,35;61652500
2021-01-22;МАП;Льготный;7;1144133,5;898500
2021-07-28;Почта;Снижаем ставку ;12;8958818;8203500
2021-07-24;DBO;Снижаем ставку плюс ;3;5646900;5510000
2022-07-10;DBO;Практичный ;26;8740148;8400500
2021-03-11;POS;ПраймСуперпочтовый  ;1;300000;300000
2021-11-03;Почта;АП Снижаем ставку плюс ;1;1184020;1020000
2021-04-26;Почта;ПраймАдресный й Льготный  ;3;756600;673500
2021-12-29;Почта;Рефинансирование Практичный пенсионный ;1;123631,6;110000
2021-07-28;DBO;ПраймАдресный Льготный  ;10;3162696;2702000
2022-11-29;КЦ;Суперсмарт А ;14;10350309;9476000
2021-03-10;DBO;Адресный Первый Льготный;1;128800;100000
2021-09-21;Почта;АП Снижаем ставку ;2;1253175;1130000
2021-11-29;КЦ;Рефинансирование Суперсмарт ;6;5033351;4890000
2022-11-30;КЦ;Суперсмарт ;6;4167056;3763000
2022-03-11;КЦ;Шаг навстречу;4;728200;728200
2021-11-03;Почта;Перспектива Лайт  ;107;36900017,9;32218000
2022-06-12;DBO;Рефинансирование Суперсмарт ;3;905266,97;867266,97
2021-11-25;Почта;Суперсмарт пенсионный ;2;1026830;1002000
2022-10-28;ПФР;Стабильный А ;1;484787,73;484787,73
2021-01-16;Стойки;Суперхит;1;247010;170500
2021-05-15;Почта;ПраймАдресный Первый  ;8;2414490;2241000
2021-09-27;DBO;А Снижаем ставку плюс ;1;3464652;2992000
2021-10-16;DBO;Перспектива Лайт АЛ  ;1;282000;282000
2021-02-17;КЦ;Адресный Первый;4;2347880;2170000
2022-05-03;DBO;Суперсмарт А ;21;7177600;6849000
2022-12-24;КЦ;Практичный ;95;39099143,19;31504500
2021-03-09;DBO;Снижаем ставку ;1;1154900;1000000
2021-09-21;КЦ;ПраймАдресный Льготный  ;12;2570862,52;2175200
2022-02-06;DBO;Суперсмарт рефинансирование А ;1;756000;700000
2021-03-03;DBO;Льготный;4;904335;740000
2022-01-22;Почта;Рефинансирование Практичный АП ;2;823620;700000
2021-07-20;КЦ;Рефинансирование для пенсионеров;3;686937,6;586000
2022-06-11;Почта;Суперсмарт АПЛ ;3;773907;621000
2021-08-03;КЦ;А Снижаем ставку ;11;7402350;7006000
2022-03-26;КЦ;Рефинансирование Суперсмарт Лайт А ;5;1380944;1148000
2022-05-28;DBO;Рефинансирование Суперсмарт А ;18;6553196;6149000
2022-07-19;КЦ;Рефинансирование Практичный АЛ ;19;9558012,16;7370000
2021-10-18;МАП;А Снижаем ставку ;1;717400;600000
2021-11-12;Стойки;Перспектива  ;1;944431,25;789500
2021-12-13;Почта;Практичный АП ;4;1777065,4;1549500
2021-03-24;КЦ;Рефинансирование;11;5331469,76;4946977,3
2021-10-11;Почта;АЛ Снижаем ставку ;2;1471064;1347000
2022-12-08;Почта;Рефинансирование Практичный ;2;597004,82;465000
2021-08-30;DBO;ПраймАдресный  ;104;38673698;33764000
2021-12-26;POS;Практичный А ;2;159000;159000
2022-04-04;КЦ;Рефинансирование Суперсмарт Лайт ;1;504900;500000
2021-05-21;МАП;ПраймСуперпочтовый  ;12;3690100;3461000
2021-01-16;КЦ;Суперхит  Адресный Первый;15;4232206;3028000
2021-02-20;Почта;Адресный Первый;14;6497839,25;5708000
2021-06-30;DBO;ПраймСуперпочтовый  ;54;19263058;16776000
2021-08-11;КЦ;Шаг навстречу;1;396200;396200
2021-12-28;Почта;Рефинансирование Суперсмарт АП ;2;2458130;2411000
2022-02-17;КЦ;Суперсмарт Лайт АЛ ;17;5053667,4;4133000
2022-06-24;DBO;Суперсмарт ;28;9665063;9306500
2021-10-27;DBO;Перспектива Лайт А  ;129;44049213,6;43231500
2021-11-19;POS;Перспектива Лайт  ;1;203400;200500
2021-03-12;ПФР;Рефинансирование;1;359899,53;299999,6
2021-10-20;DBO;А Снижаем ставку ;10;7804025;7691000
2022-07-15;DBO;Суперсмарт А ;24;8847386;8105500
2021-03-26;КЦ;Рефинансирование Адресный;10;4706012,19;4059490,17
2021-08-14;МАП;ПраймАдресный Льготный  ;1;397000;397000
2021-10-11;КЦ;Рефинансирование Адресный;3;1284796,4;1042800
2022-03-03;МАП;Суперсмарт Лайт АП ;1;235300;200000
2021-05-20;DBO;АП Снижаем ставку ;1;1154900;1000000
2021-08-06;КЦ;АП Снижаем ставку ;1;602900;600000
2021-05-21;Почта;Адресный Льготный;45;8876275,5;7497000
2021-05-24;КЦ;Снижаем ставку пенс минимум ;1;1191980;1006000
2022-02-16;DBO;Рефинансирование Суперсмарт Лайт А ;5;1126490;1054000
2022-04-27;КЦ;Суперсмарт Лайт пенсионный ;1;215880;154000
2021-11-27;МАП;Перспектива Лайт А  ;4;1699635,8;1501000
2022-01-27;Почта;Практичный пенсионный ;2;723861,6;631000
2022-04-20;КЦ;Рефинансирование Суперсмарт АП ;1;186496;158000
2021-04-20;DBO;ПраймАдресный Льготный  ;6;2818150;2425000
2021-01-11;ПФР;Суперхит  Адресный;3;541300;390000
2022-03-28;МАП;Суперсмарт Лайт ;4;1101980;923000
2022-05-23;Стойки;Суперсмарт ;1;101000;101000
2022-03-29;МФЦ;Суперсмарт Лайт ;1;186400;181500
2021-10-28;Почта;А Снижаем ставку ;15;11735885;10788000
2022-12-05;DBO;Практичный А ;241;61843895,65;55869000
2021-01-18;МФЦ;Суперхит  Адресный Первый;1;269800;190000
2021-08-10;Стойки;ПраймСуперпочтовый  ;2;968200;800000
2021-10-12;Почта;АЛ Перспектива Лайт  ;102;19252996,1;16196100
2022-09-21;Почта;Практичный АЛ ;99;29202098,04;23696500
2021-07-05;КЦ;АЛ Снижаем ставку ;1;612900;500000
2022-10-07;Почта;Рефинансирование Суперсмарт А ;9;6144212;5454000
2021-10-18;Почта;Перспектива АЛ  ;1;645732;527000
2022-03-18;МАП;Суперсмарт Лайт А ;3;722680;676000
2022-04-22;DBO;Практичный А ;31;7463434,3;7198000
2022-04-20;КЦ;Рефинансирование Практичный А ;13;5810163,3;4736800
2021-05-29;DBO;ПраймАдресный Первый  ;5;1762640;1473000
2021-06-04;DBO;ПраймАдресный Льготный  ;7;3330040;2793000
2021-07-28;КЦ;Снижаем ставку плюс ;5;10404940;9978000
2021-08-20;Почта;Шаг навстречу;3;535300;535300
2022-01-13;ПФР;Суперсмарт ;1;520150;505000
2022-04-19;Почта;Суперсмарт А ;59;23156929,75;20146500
2022-07-31;КЦ;Рефинансирование Практичный ;3;1435575;1343000
2021-01-14;МФЦ;Адресный Льготный;2;523130;370000
2021-02-03;ПФР;Адресный;1;305900;300000
2021-05-19;Почта;Снижаем ставку плюс ;12;22519913;21686500
2021-06-09;DBO;АЛ Снижаем ставку ;1;774900;770000
2021-07-13;POS;ПраймАдресный  ;1;350000;350000
2022-06-25;Почта;Рефинансирование Суперсмарт ;1;595799;460000
2021-04-11;Почта;ПраймАдресный  ;1;473900;469000
2021-10-09;КЦ;Перспектива Лайт  ;50;18093854,6;15528000
2021-11-06;КЦ;Перспектива Лайт А  ;83;33712241,1;29729000
2022-02-10;DBO;Практичный пенсионный ;1;581300;500000
2021-04-26;КЦ;ПраймАдресный Первый  ;18;6258860;5553500
2021-01-01;DBO;Адресный Льготный;2;299120;225000
2021-07-27;КЦ;Снижаем ставку промо ;4;4260055;3826000
2022-05-18;DBO;Суперсмарт Лайт АЛ ;3;650200;614000
2022-01-17;КЦ;Знаниесила;1;920000;115000
2021-07-15;МФЦ;ПраймСуперпочтовый  ;2;992594;903000
2021-10-25;DBO;АЛ Снижаем ставку ;2;1586000;1586000
2021-08-19;КЦ;Снижаем ставку плюс ;1;1248980;1109000
2022-06-12;POS;Практичный А ;1;300000;300000
2021-05-16;КЦ;ПраймАдресный Льготный  ;17;5238198;4628700
2021-07-26;POS;ПраймЛьготный  ;1;209000;209000
2021-12-20;DBO;Суперсмарт АП ;1;676400;650000
2022-03-05;DBO;Суперсмарт А ;1;1156900;1000000
2021-04-27;Почта;А Снижаем ставку ;6;5157400;4979000
2021-11-19;DBO;АЛ Перспектива Лайт  ;1;204900;200000
2021-11-19;POS;Перспектива Лайт А  ;1;323000;323000
2021-01-13;Пятерочка;Суперхит;1;216596;173000
2022-06-30;Почта;Практичный АП ;42;20314117,92;17383500
2021-01-23;DBO;Адресный Льготный;17;4454058;3252000
2021-02-03;МФЦ;Суперхит;1;400800;300000
2021-07-23;КЦ;Снижаем ставку АЛ минимум ;1;519900;515000
2022-11-01;DBO;Рефинансирование Практичный А ;45;19308445,37;16137827,03
2021-12-14;Почта;Суперсмарт ;62;60634690;59242500
2022-02-25;КЦ;Суперсмарт Лайт ;113;33637584,6;29604500
2022-01-18;КЦ;Практичный ;10;4310410,44;3871500
2022-03-20;DBO;Суперсмарт Лайт АЛ ;1;299000;299000
2022-07-20;КЦ;Суперсмарт ;5;2455901;2249500
2021-11-29;Стойки;Суперсмарт АЛ ;1;820600;790000
2022-02-13;DBO;Суперсмарт Лайт А ;23;8552830;8075000
2021-07-28;DBO;Снижаем ставку минимум ;8;9527260;8753000
2021-08-26;КЦ;Снижаем ставку А промо ;4;3729400;3342000
2022-03-03;DBO;Рефинансирование Практичный А ;1;304900;300000
2022-04-15;КЦ;Суперсмарт Лайт АЛ ;11;1509783;1249000
2022-06-27;Почта;Суперсмарт АЛ ;5;1479071;1363000
2021-03-01;Почта;Рефинансирование Адресный;4;1275835,46;1085499,55
2021-08-30;Почта;АП Снижаем ставку плюс ;1;1680000;1500000
2021-09-28;КЦ;АЛ Снижаем ставку плюс ;1;1235060;1010000
2022-05-11;DBO;Суперсмарт А ;33;11298100;10607000
2022-06-20;КЦ;Суперсмарт АП ;12;3067979;2725000
2022-09-04;КЦ;Практичный ;23;8873418,38;7157500
2021-08-10;Почта;ПраймАдресный Льготный  ;210;60132179,2;50693900
2022-05-04;DBO;Суперсмарт ;6;3062600;2991000
2022-06-07;Почта;Суперсмарт АП ;33;8005043;6938500
2022-10-09;DBO;Практичный А ;162;46151960,06;41181000
2021-12-18;Стойки;Практичный АЛ ;2;630167,48;545000
2022-05-07;Почта;Суперсмарт Лайт АП ;6;1555417,5;1388500
2021-07-10;Почта;ПраймЛьготный  ;1;297956;241000
